# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
156.72624815,-33.57482815,22.66295099,2.40823069,-0.00101140,1.58237400,1.58237400
156.82632876,-33.64917716,22.72994555,2.40815018,-0.00059739,1.58237400,1.58237400
156.92640938,-33.72352273,22.79694505,2.40811111,-0.00018340,1.58237400,1.58237400
157.02649000,-33.79786769,22.86394649,2.40811347,0.00023059,1.58237400,1.58237400
157.12657062,-33.87221489,22.93094683,2.40815726,0.00064456,1.58237400,1.58237400
157.22665124,-33.94656719,22.99794308,2.40824249,0.00105852,1.58237400,1.58237400
157.32673186,-34.02092742,23.06493220,2.40836914,0.00147213,1.58237400,1.58237400
157.42681247,-34.09529843,23.13191118,2.40853715,0.00179805,1.58237400,1.58237400
157.52689309,-34.16968306,23.19887702,2.40872904,0.00174618,1.58237400,1.58237400
157.62697371,-34.24408172,23.26582921,2.40888667,0.00117145,1.58237400,1.58237400
157.72705433,-34.31848913,23.33277309,2.40896352,0.00033531,1.58237400,1.58237400
157.82713495,-34.39289921,23.39971487,2.40895378,-0.00052984,1.58237400,1.58237400
157.92721557,-34.46730587,23.46666070,2.40885746,-0.00139499,1.58237400,1.58237400
158.02729618,-34.54170304,23.53361679,2.40867456,-0.00226017,1.58237400,1.58237400
158.12737680,-34.61608463,23.60058932,2.40840507,-0.00312538,1.58237400,1.58237400
158.22745742,-34.69044455,23.66758447,2.40804898,-0.00399065,1.58237400,1.58237400
158.32753804,-34.76477672,23.73460842,2.40760629,-0.00485600,1.58237400,1.58237400
158.42761866,-34.83907506,23.80166735,2.40707700,-0.00572145,1.58237400,1.58237400
158.52769927,-34.91333349,23.86876747,2.40646108,-0.00658700,1.58237400,1.58237400
158.62777989,-34.98754592,23.93591493,2.40575853,-0.00745269,1.58237400,1.58237400
158.72786051,-35.06170626,24.00311594,2.40496934,-0.00831852,1.58237400,1.58237400
158.82794113,-35.13580844,24.07037667,2.40409349,-0.00918449,1.58237400,1.58237400
158.92802175,-35.20984636,24.13770332,2.40313096,-0.01005064,1.58237400,1.58237400
159.02810237,-35.28381396,24.20510205,2.40208174,-0.01091695,1.58237400,1.58237400
159.12818298,-35.35770513,24.27257906,2.40094581,-0.01176864,1.58237400,1.58237400
159.22826360,-35.43151381,24.34014054,2.39972612,-0.01224719,1.58237400,1.58237400
159.32834422,-35.50523432,24.40779224,2.39849440,-0.01167796,1.58237400,1.58237400
159.42842484,-35.57887075,24.47553019,2.39738864,-0.01005840,1.58237400,1.58237400
159.52850546,-35.65243699,24.54334062,2.39648110,-0.00806251,1.58237400,1.58237400
159.62858608,-35.72594734,24.61120934,2.39577484,-0.00605112,1.58237400,1.58237400
159.72866669,-35.79941613,24.67912215,2.39526990,-0.00403953,1.58237400,1.58237400
159.82874731,-35.87285767,24.74706485,2.39496628,-0.00202785,1.58237400,1.58237400
159.92882793,-35.94628627,24.81502325,2.39486400,-0.00001619,1.58237400,1.58237400
160.02890855,-36.01971625,24.88298314,2.39496304,0.00199536,1.58237400,1.58237400
160.12898917,-36.09316193,24.95093033,2.39526339,0.00400667,1.58237400,1.58237400
160.22906978,-36.16663761,25.01885062,2.39576502,0.00601765,1.58237400,1.58237400
160.32915040,-36.24015762,25.08672982,2.39646789,0.00802819,1.58237400,1.58237400
160.42923102,-36.31373627,25.15455373,2.39737195,0.01003816,1.58237400,1.58237400
160.52931164,-36.38738787,25.22230814,2.39847714,0.01204743,1.58237400,1.58237400
160.62939226,-36.46112674,25.28997887,2.39978338,0.01405587,1.58237400,1.58237400
160.72947288,-36.53496719,25.35755171,2.40129058,0.01606331,1.58237400,1.58237400
160.82955349,-36.60892354,25.42501247,2.40299864,0.01806959,1.58237400,1.58237400
160.92963411,-36.68301011,25.49234695,2.40490741,0.02007451,1.58237400,1.58237400
161.02971473,-36.75724120,25.55954096,2.40701677,0.02207787,1.58237400,1.58237400
161.12979535,-36.83163114,25.62658029,2.40932655,0.02409172,1.58237400,1.58237400
161.22987597,-36.90619423,25.69345075,2.41183900,0.03035718,1.58237400,1.58237400
161.32995659,-36.98094510,25.76013775,2.41540288,0.05549177,1.58237400,1.58237400
161.43003720,-37.05600191,25.82649182,2.42294630,0.10726286,1.58237400,1.58237400
161.53011782,-37.13173731,25.89203204,2.43687274,0.17268242,1.58237400,1.58237400
161.63019844,-37.20856230,25.95622750,2.45751063,0.23975028,1.58237400,1.58237400
161.73027906,-37.28688791,26.01854730,2.48486146,0.30662825,1.58237400,1.58237400
161.83035968,-37.36712517,26.07846052,2.51888572,0.37272588,1.58237400,1.58237400
161.93044029,-37.44968509,26.13543624,2.55946673,0.43348460,1.58237400,1.58237400
162.03052091,-37.53497868,26.18894357,2.60565254,0.47231194,1.58237400,1.58237400
162.13060153,-37.62328250,26.23853997,2.65400527,0.47914387,1.58237400,1.58237400
162.23068215,-37.71440369,26.28409142,2.70155857,0.46951385,1.58237400,1.58237400
162.33076277,-37.80804699,26.32553119,2.74798374,0.45933358,1.58237400,1.58237400
162.43084339,-37.90391717,26.36279256,2.79349934,0.45133689,1.58237400,1.58237400
162.53092400,-38.00171898,26.39580880,2.83832389,0.44551947,1.58237400,1.58237400
162.63100462,-38.10115717,26.42451318,2.88267507,0.44187140,1.58237400,1.58237400
162.73108524,-38.20193649,26.44883898,2.92676942,0.44038154,1.58237400,1.58237400
162.83116586,-38.30376171,26.46871947,2.97082239,0.44104014,1.58237400,1.58237400
162.93124648,-38.40633756,26.48408792,3.01504856,0.44383969,1.58237400,1.58237400
163.03132709,-38.50936881,26.49487761,3.05966189,0.44877422,1.58237400,1.58237400
163.13140771,-38.61256021,26.50102181,3.10487576,0.45583693,1.58237400,1.58237400
163.23148833,-38.71561652,26.50245379,-3.13228254,0.46501618,1.58237400,1.58237400
163.33156895,-38.81824248,26.49910683,-3.08523133,0.47628952,1.58237400,1.58237400
163.43164957,-38.92014286,26.49091419,-3.03694784,0.48961574,1.58237400,1.58237400
163.53173019,-39.02102240,26.47780916,-2.98722924,0.50492462,1.58237400,1.58237400
163.63181080,-39.12058586,26.45972501,-2.93588150,0.38731096,1.58237400,1.58237400
163.73189142,-39.21853800,26.43659500,-2.90970460,0.26155815,1.58237400,1.58237400
